event_id,machine_id,sensor_type,sensor_value,unit,event_timestamp,line_id,shift_id,is_anomaly_flag,firmware_version
EVT-000184,MCH-016,DOWNTIME_EVENT,1.0,count,2024-08-16T03:13:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000185,MCH-007,TOTAL_OUTPUT,304,count,2024-07-04T23:26:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000186,MCH-012,DOWNTIME_MINUTES,7.7,count,2024-08-02T15:53:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000187,MCH-004,TOTAL_OUTPUT,292,count,2024-06-18T12:38:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000188,MCH-001,TEMPERATURE,81.58,celsius,2024-08-28T15:23:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000189,MCH-019,CYCLE_COUNT,97,count,2024-08-11T21:10:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000190,MCH-008,DEFECT_COUNT,4,count,2024-08-14T06:08:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000191,MCH-005,VIBRATION,0.0507,count,2024-08-29T19:38:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000192,MCH-001,DEFECT_COUNT,7,count,2024-06-13T05:55:00.000Z,PACKAGING-01,SHIFT-B,True,v2.4.1
EVT-000193,MCH-002,VIBRATION,0.1021,count,2024-06-25T09:42:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000194,MCH-016,TOTAL_OUTPUT,314,count,2024-06-07T00:50:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000195,MCH-017,CYCLE_COUNT,237,count,2024-07-12T09:25:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000196,MCH-017,CYCLE_TIME_SECONDS,11.8,count,2024-08-19T03:56:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000197,MCH-004,TOTAL_OUTPUT,312,count,2024-07-10T01:12:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000198,MCH-020,VIBRATION,0.1469,count,2024-06-30T13:39:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000199,MCH-019,DOWNTIME_MINUTES,4.2,count,2024-07-28T20:58:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000200,MCH-017,DOWNTIME_EVENT,1.0,count,2024-07-12T13:09:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000201,MCH-018,CYCLE_COUNT,190,count,2024-06-11T15:56:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000202,MCH-015,GOOD_UNITS,293,count,2024-08-15T13:31:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000203,MCH-009,DEFECT_COUNT,4,count,2024-07-31T18:57:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000204,MCH-003,GOOD_UNITS,283,count,2024-06-09T00:28:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000205,MCH-018,DOWNTIME_MINUTES,1.3,count,2024-07-24T15:09:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000206,MCH-014,TEMPERATURE,82.62,celsius,2024-07-31T19:27:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000207,MCH-005,TOTAL_OUTPUT,297,count,2024-06-20T14:44:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000208,MCH-004,CYCLE_TIME_SECONDS,17.3,count,2024-07-04T16:56:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000209,MCH-018,DOWNTIME_EVENT,1.0,count,2024-08-17T04:16:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000210,MCH-020,CYCLE_TIME_SECONDS,20.0,count,2024-06-03T15:21:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000211,MCH-005,DOWNTIME_EVENT,1.0,count,2024-06-17T18:17:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000212,MCH-001,PRESSURE,4.243,bar,2024-07-28T21:11:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000213,MCH-011,VIBRATION,0.0762,count,2024-07-12T13:00:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000214,MCH-005,VIBRATION,0.1666,count,2024-06-06T00:55:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000215,MCH-015,GOOD_UNITS,295,count,2024-06-26T00:25:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000216,MCH-017,PRESSURE,4.118,bar,2024-06-20T20:55:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000217,MCH-002,CYCLE_COUNT,181,count,2024-06-29T07:45:00.000Z,PACKAGING-01,SHIFT-A,True,v2.4.1
EVT-000218,MCH-007,VIBRATION,0.136,count,2024-06-28T16:27:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000219,MCH-016,GOOD_UNITS,285,count,2024-06-01T22:53:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000220,MCH-017,DOWNTIME_MINUTES,6.0,count,2024-06-22T04:41:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000221,MCH-002,GOOD_UNITS,280,count,2024-08-07T19:00:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000222,MCH-014,DOWNTIME_EVENT,1.0,count,2024-07-23T15:45:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000223,MCH-004,GOOD_UNITS,280,count,2024-06-27T14:27:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000224,MCH-015,DEFECT_COUNT,2,count,2024-07-27T12:18:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000225,MCH-013,DOWNTIME_MINUTES,0.3,count,2024-07-24T20:24:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000226,MCH-006,PRESSURE,4.053,bar,2024-07-01T13:35:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000227,MCH-012,VIBRATION,0.1187,count,2024-07-03T01:13:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000228,MCH-006,DOWNTIME_EVENT,1.0,count,2024-06-19T04:56:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000229,MCH-016,TOTAL_OUTPUT,314,count,2024-08-26T20:07:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000230,MCH-019,DOWNTIME_EVENT,1.0,count,2024-08-24T08:50:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000231,MCH-003,TOTAL_OUTPUT,304,count,2024-07-11T06:40:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000232,MCH-017,PRESSURE,4.078,bar,2024-07-03T06:49:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000233,MCH-003,DOWNTIME_EVENT,1.0,count,2024-06-08T05:37:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000234,MCH-018,TEMPERATURE,80.15,celsius,2024-07-24T01:44:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000235,MCH-020,TOTAL_OUTPUT,306,count,2024-06-30T12:23:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000236,MCH-011,PRESSURE,4.015,bar,2024-08-14T01:35:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000237,MCH-017,DOWNTIME_MINUTES,3.1,count,2024-07-11T05:55:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000238,MCH-014,DEFECT_COUNT,1,count,2024-07-06T12:19:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000239,MCH-013,CYCLE_TIME_SECONDS,18.0,count,2024-07-22T00:53:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000240,MCH-020,VIBRATION,0.0935,count,2024-08-28T00:47:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000241,MCH-013,VIBRATION,0.1658,count,2024-07-30T23:10:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000242,MCH-018,GOOD_UNITS,300,count,2024-06-29T10:17:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000243,MCH-017,PRESSURE,4.009,bar,2024-08-15T16:53:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000244,MCH-007,DEFECT_COUNT,15,count,2024-06-17T15:47:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000245,MCH-003,CYCLE_TIME_SECONDS,15.9,count,2024-06-15T08:28:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000246,MCH-017,TEMPERATURE,63.4,celsius,2024-08-16T06:20:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000247,MCH-006,VIBRATION,0.0504,count,2024-06-15T06:58:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000248,MCH-014,DEFECT_COUNT,7,count,2024-06-05T05:26:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000249,MCH-015,CYCLE_COUNT,216,count,2024-08-08T09:12:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000250,MCH-016,CYCLE_COUNT,174,count,2024-08-11T15:28:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000251,MCH-013,DOWNTIME_MINUTES,2.5,count,2024-06-26T21:32:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000252,MCH-009,TEMPERATURE,61.71,celsius,2024-06-13T20:20:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000253,MCH-004,CYCLE_TIME_SECONDS,14.1,count,2024-07-18T05:01:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000254,MCH-017,VIBRATION,0.1286,count,2024-08-22T15:40:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000255,MCH-001,GOOD_UNITS,281,count,2024-08-24T22:38:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000256,MCH-003,DEFECT_COUNT,7,count,2024-07-06T09:35:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000257,MCH-011,VIBRATION,0.1047,count,2024-08-16T15:12:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000258,MCH-016,VIBRATION,0.1225,count,2024-08-15T18:38:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000259,MCH-009,CYCLE_COUNT,293,count,2024-06-02T23:30:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000260,MCH-017,GOOD_UNITS,283,count,2024-07-26T16:07:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000261,MCH-008,GOOD_UNITS,300,count,2024-06-05T14:18:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000262,MCH-016,DOWNTIME_EVENT,1.0,count,2024-08-16T09:46:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000263,MCH-008,VIBRATION,0.0751,count,2024-07-23T14:12:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,True,v2.4.1
EVT-000264,MCH-008,DOWNTIME_EVENT,1.0,count,2024-07-03T08:44:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000265,MCH-017,DEFECT_COUNT,2,count,2024-06-09T01:01:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000266,MCH-017,DOWNTIME_MINUTES,0.1,count,2024-08-30T05:02:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000267,MCH-012,CYCLE_TIME_SECONDS,18.0,count,2024-08-29T13:06:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000268,MCH-004,DOWNTIME_EVENT,1.0,count,2024-07-31T01:27:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000269,MCH-011,VIBRATION,0.0824,count,2024-07-20T22:47:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000270,MCH-005,PRESSURE,4.048,bar,2024-06-17T20:11:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000271,MCH-007,TEMPERATURE,53.25,celsius,2024-08-12T06:12:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000272,MCH-018,TOTAL_OUTPUT,298,count,2024-08-14T11:16:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000273,MCH-002,DEFECT_COUNT,8,count,2024-07-03T17:49:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000274,MCH-015,GOOD_UNITS,290,count,2024-07-07T15:51:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000275,MCH-017,CYCLE_TIME_SECONDS,19.3,count,2024-07-04T16:28:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000276,MCH-006,DOWNTIME_MINUTES,1.2,count,2024-08-15T02:25:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000277,MCH-010,TOTAL_OUTPUT,309,count,2024-06-28T03:50:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000278,MCH-015,TEMPERATURE,59.77,celsius,2024-07-03T05:57:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000279,MCH-002,PRESSURE,4.054,bar,2024-06-26T05:46:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000280,MCH-001,VIBRATION,0.0841,count,2024-08-26T23:24:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000281,MCH-005,PRESSURE,4.238,bar,2024-06-04T10:01:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000282,MCH-020,VIBRATION,0.1774,count,2024-06-04T04:44:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000283,MCH-003,DOWNTIME_EVENT,1.0,count,2024-08-09T16:59:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000284,MCH-009,CYCLE_COUNT,109,count,2024-06-29T20:47:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000285,MCH-013,DOWNTIME_MINUTES,0.4,count,2024-07-18T09:01:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000286,MCH-010,TOTAL_OUTPUT,296,count,2024-07-26T22:39:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000287,MCH-006,TOTAL_OUTPUT,292,count,2024-07-12T09:30:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000288,MCH-018,DOWNTIME_MINUTES,1.1,count,2024-06-07T03:51:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000289,MCH-006,DEFECT_COUNT,7,count,2024-08-24T15:46:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000290,MCH-016,TEMPERATURE,65.31,celsius,2024-06-22T19:09:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000291,MCH-003,PRESSURE,4.5,bar,2024-08-20T17:39:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000292,MCH-016,DOWNTIME_MINUTES,1.8,count,2024-08-05T16:23:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000293,MCH-011,PRESSURE,3.769,bar,2024-08-28T18:11:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000294,MCH-018,DOWNTIME_EVENT,1.0,count,2024-08-11T06:30:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000295,MCH-002,PRESSURE,4.34,bar,2024-08-23T03:28:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000296,MCH-011,CYCLE_COUNT,168,count,2024-06-15T23:49:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000297,MCH-007,DOWNTIME_MINUTES,1.1,count,2024-06-24T01:27:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000298,MCH-006,DOWNTIME_EVENT,1.0,count,2024-07-16T23:53:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000299,MCH-020,DEFECT_COUNT,1,count,2024-07-28T02:11:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000300,MCH-019,CYCLE_TIME_SECONDS,15.5,count,2024-07-29T15:16:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000301,MCH-018,CYCLE_TIME_SECONDS,14.5,count,2024-07-16T13:58:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000302,MCH-013,CYCLE_TIME_SECONDS,14.3,count,2024-08-13T17:40:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000303,MCH-007,DEFECT_COUNT,4,count,2024-07-13T12:35:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000304,MCH-012,GOOD_UNITS,284,count,2024-08-30T04:22:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000305,MCH-008,TOTAL_OUTPUT,293,count,2024-06-30T07:07:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000306,MCH-002,CYCLE_TIME_SECONDS,19.1,count,2024-06-10T01:29:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000307,MCH-006,DEFECT_COUNT,10,count,2024-08-27T21:01:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000308,MCH-015,TOTAL_OUTPUT,318,count,2024-07-18T02:26:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,True,v2.4.1
EVT-000309,MCH-013,DOWNTIME_MINUTES,2.0,count,2024-08-26T06:53:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000310,MCH-002,CYCLE_TIME_SECONDS,12.8,count,2024-06-05T16:17:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000311,MCH-004,GOOD_UNITS,284,count,2024-08-17T08:40:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000312,MCH-012,TEMPERATURE,72.53,celsius,2024-07-07T22:55:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000313,MCH-012,DOWNTIME_MINUTES,1.1,count,2024-06-18T23:13:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000314,MCH-009,DOWNTIME_EVENT,1.0,count,2024-07-21T07:10:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000315,MCH-013,DEFECT_COUNT,10,count,2024-06-10T01:12:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000316,MCH-020,DOWNTIME_MINUTES,1.7,count,2024-06-19T08:50:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000317,MCH-011,TOTAL_OUTPUT,306,count,2024-08-05T04:51:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000318,MCH-005,DEFECT_COUNT,10,count,2024-07-18T04:08:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000319,MCH-010,DOWNTIME_EVENT,1.0,count,2024-08-07T13:04:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000320,MCH-016,DOWNTIME_EVENT,1.0,count,2024-07-19T16:54:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000321,MCH-011,PRESSURE,4.594,bar,2024-07-04T18:41:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000322,MCH-019,DOWNTIME_EVENT,1.0,count,2024-08-28T06:35:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000323,MCH-006,DOWNTIME_MINUTES,3.3,count,2024-07-14T23:33:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000324,MCH-008,TEMPERATURE,70.67,celsius,2024-08-02T05:04:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000325,MCH-015,DEFECT_COUNT,13,count,2024-06-02T23:22:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000326,MCH-017,DOWNTIME_EVENT,1.0,count,2024-07-08T14:28:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000327,MCH-005,DOWNTIME_MINUTES,0.8,count,2024-08-04T11:47:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000328,MCH-011,VIBRATION,0.0722,count,2024-07-05T13:11:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000329,MCH-009,DOWNTIME_EVENT,1.0,count,2024-08-19T05:25:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000330,MCH-018,CYCLE_TIME_SECONDS,18.8,count,2024-06-26T15:29:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000331,MCH-007,TOTAL_OUTPUT,300,count,2024-08-04T09:52:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000332,MCH-009,CYCLE_TIME_SECONDS,20.7,count,2024-08-25T07:24:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000333,MCH-005,CYCLE_TIME_SECONDS,20.6,count,2024-08-27T03:22:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000334,MCH-012,TOTAL_OUTPUT,310,count,2024-06-08T10:38:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000335,MCH-018,CYCLE_TIME_SECONDS,21.5,count,2024-06-19T15:25:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000336,MCH-008,CYCLE_COUNT,92,count,2024-07-24T15:57:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000337,MCH-004,GOOD_UNITS,290,count,2024-06-06T00:40:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000338,MCH-001,DOWNTIME_MINUTES,12.7,count,2024-06-13T18:18:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000339,MCH-016,TOTAL_OUTPUT,310,count,2024-08-20T09:48:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000340,MCH-002,PRESSURE,4.011,bar,2024-07-30T00:59:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000341,MCH-002,VIBRATION,0.0537,count,2024-08-06T01:40:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000342,MCH-010,TEMPERATURE,79.53,celsius,2024-06-18T05:00:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000343,MCH-011,CYCLE_TIME_SECONDS,14.6,count,2024-06-11T00:24:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000344,MCH-017,TOTAL_OUTPUT,298,count,2024-06-13T11:09:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000345,MCH-015,CYCLE_TIME_SECONDS,19.0,count,2024-08-06T19:09:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000346,MCH-010,DOWNTIME_EVENT,1.0,count,2024-08-12T05:27:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000347,MCH-013,GOOD_UNITS,296,count,2024-07-29T09:19:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000348,MCH-006,VIBRATION,0.0272,count,2024-06-09T22:22:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000349,MCH-009,DEFECT_COUNT,9,count,2024-07-11T21:54:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000350,MCH-012,CYCLE_COUNT,95,count,2024-06-25T01:22:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000351,MCH-017,CYCLE_TIME_SECONDS,18.8,count,2024-07-08T03:38:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000352,MCH-012,DOWNTIME_EVENT,1.0,count,2024-06-28T02:31:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000353,MCH-005,TOTAL_OUTPUT,313,count,2024-07-14T18:36:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000354,MCH-016,DOWNTIME_MINUTES,5.4,count,2024-07-21T05:49:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000355,MCH-003,DOWNTIME_MINUTES,2.0,count,2024-07-25T11:34:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000356,MCH-002,DOWNTIME_MINUTES,7.8,count,2024-06-11T11:07:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000357,MCH-011,DOWNTIME_MINUTES,1.9,count,2024-06-16T05:26:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000358,MCH-017,TOTAL_OUTPUT,315,count,2024-06-09T12:39:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000359,MCH-015,DOWNTIME_EVENT,1.0,count,2024-07-09T01:30:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000360,MCH-010,TEMPERATURE,60.31,celsius,2024-08-13T16:44:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000361,MCH-012,PRESSURE,4.536,bar,2024-07-09T19:34:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000362,MCH-016,TEMPERATURE,70.84,celsius,2024-06-07T12:46:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000363,MCH-014,DEFECT_COUNT,12,count,2024-07-30T00:56:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000364,MCH-018,VIBRATION,0.1445,count,2024-08-02T09:26:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000365,MCH-013,DOWNTIME_MINUTES,0.5,count,2024-07-20T03:39:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000366,MCH-010,TOTAL_OUTPUT,311,count,2024-08-29T07:32:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
